,Name,Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,BestBenchKg
2807,Riccardo Duldulao,M,Raw,21.5,72.78,177.5,250.0,135.0
2810,Mike Zawilinski,M,Single-ply,31.5,174.4,377.5,260.0,305.0
2811,Nicholas Keene,M,Raw,20.0,63.1,140.0,177.5,80.0
2812,Gilbert Bier,M,Raw,45.5,113.1,237.5,240.0,192.5
2813,Marcos Sánchez,M,Raw,39.5,82.25,230.0,240.0,140.0
2816,Adam Leidigh,M,Wraps,28.0,120.7,272.5,300.0,190.0
2817,Jonathan Kerremans,M,Single-ply,20.5,82.05,275.0,252.5,187.5
2818,Brendan Wulf,M,Raw,21.0,109.0,235.0,260.0,137.5
2819,Evan Imhoff,M,Wraps,26.0,74.2,205.0,220.0,137.5
2822,Florian Picard,M,Raw,29.0,73.5,177.5,225.0,137.5
2825,Nathan Boone,M,Wraps,27.0,89.9,227.5,232.5,125.0
2828,Shane Smith,M,Raw,38.5,64.2,155.0,205.0,127.5
2832,Singkik Li,M,Raw,19.5,73.2,165.0,200.0,85.0
2834,Jim Morrow,M,Raw,42.5,121.9,237.5,275.0,190.0
2835,Austen Campbell,M,Raw,28.0,90.72,167.5,192.5,115.0
2836,Ricky Rodriguez,M,Raw,30.5,82.2,207.5,260.0,125.0
2837,Ben Weare,M,Raw,37.5,107.2,175.0,227.5,120.0
2840,Lucas Silva,M,Raw,16.5,64.6,82.5,122.5,60.0
2841,Jerel Olson,M,Raw,23.0,94.9,152.5,165.0,62.5
2842,Jared Hidalgo,M,Raw,34.0,88.2,205.0,235.0,150.0
2843,Robert Weng,M,Raw,30.0,122.0,167.5,192.5,137.5
2847,Austin Bull,M,Raw,24.5,86.9,210.0,250.0,130.0
2849,Jacob Smith,M,Wraps,26.0,93.7,227.5,245.0,147.5
2851,Josh Nichols,M,Wraps,28.0,98.7,287.5,315.0,170.0
2852,Mark Hurling,M,Raw,65.0,119.3,145.0,170.0,100.0
2853,Raymond Chow,M,Raw,23.5,82.2,210.0,235.0,147.5
2855,Mark Fisher,M,Raw,37.5,112.1,215.0,240.0,147.5
2856,Stefan Larsen,M,Wraps,24.0,82.0,227.5,287.5,160.0
2859,Blake Bailey,M,Wraps,17.0,79.4,217.5,217.5,107.5
2860,Ryan Cove,M,Multi-ply,24.0,98.66,360.0,265.0,232.5
2861,Justin Smith,M,Raw,22.5,82.45,220.0,252.5,157.5
2862,Bert Nguyen,M,Raw,30.0,78.97,137.5,172.5,90.0
2864,Christopher Adgett,M,Wraps,28.0,86.73,205.0,242.5,160.0
2865,Ian Humphreys,M,Wraps,45.0,81.6,255.0,235.0,152.5
2866,Aaron Pono Moises,M,Raw,28.0,116.48,272.5,280.0,197.5
2867,James Kristiano,M,Raw,18.5,73.35,162.5,185.0,97.5
2868,Gene Paguiligan,M,Raw,25.0,97.0,205.0,230.0,140.0
2870,Eric Jochumsen,M,Raw,42.5,90.9,227.5,200.0,125.0
2871,Phillip Russell,M,Raw,27.0,109.7,207.5,225.0,165.0
2872,Ruben Hernandez,M,Single-ply,42.5,120.9,260.0,270.0,180.0
2874,Raj Patel,M,Single-ply,15.5,59.0,122.5,130.0,70.0
2875,Brett Milne,M,Raw,28.0,86.8,200.0,245.0,110.0
2876,Jeff Tirrell,M,Raw,30.5,90.08,215.0,252.5,142.5
2878,Shawn Casey,M,Wraps,39.0,82.0,175.0,197.5,105.0
2879,David Bradford,M,Single-ply,30.0,99.88,270.0,272.5,160.0
2880,Michael Cowan,M,Raw,20.5,102.55,180.0,207.5,115.0
2883,Jason McCown,M,Raw,36.0,122.9,282.5,295.0,232.5
2885,Joseph Salvatore,M,Raw,33.5,91.6,157.5,182.5,115.0
2886,Quentin Gunning,M,Wraps,17.0,122.2,227.5,257.5,137.5
2887,Jonathan Nascimento,M,Raw,21.5,80.4,207.5,242.5,137.5
2888,Daniel Wade,M,Raw,24.0,98.7,272.5,320.0,182.5
2889,Nathan Wells,M,Raw,17.5,103.5,75.0,187.5,115.0
2891,Sean Muir,M,Raw,45.5,73.3,205.0,260.0,135.0
2892,Kieran Claypool,M,Raw,21.0,81.3,157.5,185.0,102.5
2893,Scott Sherrill,M,Raw,54.5,127.5,220.0,250.0,165.0
2894,Kevin Guerrero,M,Raw,24.5,82.6,220.0,252.5,160.0
2895,Kyle Saiki,M,Raw,28.0,81.2,175.0,207.5,120.0
2901,Brandon Franklin,M,Wraps,28.0,107.5,382.5,327.5,200.0
2902,Leighton Asuncion,M,Raw,37.0,89.2,210.0,200.0,130.0
2905,Christopher Heinen,M,Raw,27.0,88.2,207.5,222.5,160.0
2906,James McDonald,M,Raw,29.0,120.5,192.5,200.0,117.5
2907,Ricardo Marin,M,Raw,21.0,82.4,225.0,250.0,140.0
2908,Hayden Manson,M,Raw,35.5,104.0,185.0,220.0,120.0
2911,Emmanuel Adeagbo,M,Raw,29.0,82.5,262.5,297.5,157.5
2912,Derrick Burnside,M,Single-ply,36.5,83.0,215.5,226.8,170.1
2914,John Lenz,M,Multi-ply,42.0,109.86,352.5,247.5,245.0
2918,Nicholas Khoo,M,Raw,21.5,65.5,142.5,177.5,102.5
2919,James Cooper,M,Raw,15.0,51.4,82.5,95.0,45.0
2922,Martin Olivera,M,Raw,28.0,99.1,205.0,247.5,155.0
2924,Ed Mitchell,M,Single-ply,42.0,122.0,282.5,245.0,227.5
2925,Nathaniel Margolis,M,Raw,24.5,51.15,85.0,130.0,42.5
2927,Georges Mingot,M,Single-ply,52.0,81.2,232.5,215.0,170.0
2928,Brock Webb,M,Raw,20.0,87.1,232.5,252.5,157.5
2932,Nam Do,M,Raw,27.0,74.9,225.0,260.0,175.0
2934,Ricardo Lozado,M,Raw,19.0,65.9,110.0,160.0,92.5
2936,Ken Jones,M,Wraps,61.0,114.0,212.5,200.0,80.0
2940,Charles Touchinsky,M,Wraps,60.5,121.93,206.38,204.12,149.69
2942,Aaron Simm,M,Wraps,22.0,80.8,250.0,295.0,130.0
2943,Ronalds Kiploks Uldis,M,Raw,18.5,92.45,252.5,295.0,152.5
2947,Brandon Cu,M,Raw,20.0,75.0,182.5,237.5,127.5
2948,Jordan Seago,M,Raw,29.0,98.6,230.0,292.5,150.0
2949,Jaime Rodriguez,M,Single-ply,16.0,108.8,160.0,187.5,97.5
2952,Marlon John,M,Wraps,22.0,55.0,130.0,137.5,85.0
2956,Emmerik Vanhee,M,Single-ply,25.5,73.41,240.0,240.0,192.5
2957,David Aguayo,M,Raw,27.0,58.01,92.5,150.0,82.5
2958,Stephan Zaets,M,Raw,18.5,78.8,150.0,172.5,92.5
2959,Lucas Silva,M,Raw,17.5,67.2,87.5,137.5,67.5
2960,Charlie Prazak,M,Wraps,25.0,67.59,127.01,174.63,81.65
2961,Kim-Raino Roelvaag,M,Single-ply,28.5,73.91,310.0,267.5,230.0
2962,Julio Garcia,M,Wraps,25.0,55.34,136.08,165.56,106.59
2963,Michael Lewis,M,Raw,27.5,80.2,220.0,237.5,125.0
2965,Ulyses Gonzalez,M,Wraps,28.0,80.9,250.0,250.0,160.0
2967,Gavin Turrell,M,Raw,46.5,103.15,170.0,255.0,165.0
2969,Warren Ross,M,Raw,39.0,81.72,150.0,170.0,105.0
2971,David Bodger,M,Raw,32.0,106.8,215.0,272.5,172.5
2972,Dan Baker,M,Wraps,48.0,72.76,181.44,188.24,95.25
2973,Charles Bradshaw,M,Multi-ply,19.0,93.89,238.14,233.6,129.27
2974,Zayd Coats,M,Raw,9.5,34.8,35.0,60.0,18.5
2975,Brandon Young,M,Raw,23.0,109.1,190.0,210.0,132.5
2976,Mike Mansfield,M,Wraps,16.0,72.8,127.5,167.5,95.0
2977,Richard Silva,M,Raw,20.0,68.05,155.0,220.0,115.0
2979,Gabriel Smith,M,Raw,19.5,93.8,205.0,200.0,112.5
2980,Leon Sparango,M,Single-ply,35.0,74.96,225.0,215.0,152.5
2981,Ed Mitchell,M,Single-ply,41.0,120.07,240.0,237.5,207.5
2982,Seiken Sano,M,Single-ply,20.5,111.4,295.0,275.0,210.0
2983,Daniel Hester,M,Wraps,29.0,81.65,182.5,220.0,132.5
2985,Adam Bownds,M,Raw,33.5,102.45,225.0,265.0,155.0
2986,Nicholas Russo,M,Raw,24.5,73.7,215.0,242.5,122.5
2988,Kaleb Tessena,M,Wraps,19.5,106.68,192.78,215.46,165.56
2990,Joseph Felipe Babila,M,Raw,26.0,119.6,175.0,225.0,132.5
2991,Michael Holt,M,Wraps,19.0,66.86,192.78,215.46,136.08
2993,Dennis Fix,M,Raw,18.0,81.9,140.0,165.0,102.5
2994,Jonathon Bareng,M,Single-ply,32.0,67.4,250.0,260.0,187.5
2995,Ryan Scott,M,Raw,40.0,89.5,227.5,252.5,140.0
2998,Martin Olivera,M,Raw,27.0,99.5,210.0,232.5,162.5
2999,Bryan Haske,M,Single-ply,21.0,95.71,142.5,210.0,107.5
3001,Justin Aliotta,M,Raw,33.0,80.4,190.0,230.0,127.5
3002,Kai Caswell,M,Raw,26.0,108.95,256.28,294.84,204.12
3003,Russell Barlow,M,Single-ply,19.0,105.9,272.5,260.0,142.5
3005,Trevor Mensen,M,Wraps,17.0,123.92,152.5,200.0,110.0
3006,James Lorian,M,Raw,26.5,111.3,240.0,280.0,160.0
3008,Corey Joyal,M,Raw,39.0,97.65,252.5,260.0,157.5
3012,Craig Jacobsen,M,Raw,28.0,79.0,155.0,210.0,110.0
3014,Joel Salvatori,M,Wraps,23.0,90.0,207.5,260.0,140.0
3015,Janusz Witkowski,M,Wraps,55.5,107.8,185.0,215.0,147.5
3016,Jose Elias,M,Wraps,20.0,131.6,255.0,310.0,180.0
3017,Thomas Rychlik,M,Raw,29.5,95.8,187.5,212.5,130.0
3018,Gregory Hughes,M,Wraps,19.5,74.62,142.88,192.78,120.2
3019,Ihar Yuzapchuk,M,Raw,17.5,65.0,177.5,197.5,132.5
3020,Erick Lewis,M,Raw,18.5,154.2,325.0,305.0,215.0
3021,Nil Saybe,M,Raw,27.0,136.0,252.5,265.0,170.0
3024,Jason Jimenez,M,Raw,20.0,107.05,187.5,275.0,130.0
3025,Ryan Calder,M,Raw,21.5,118.4,225.0,290.0,175.0
3028,Adir Barazani,M,Wraps,23.0,91.1,210.0,200.0,140.0
3029,Larry Shamblin,M,Raw,54.0,114.8,152.5,205.0,90.0
3030,Michael Valliere,M,Raw,26.0,99.4,250.0,275.0,187.5
3031,Jamie Smith,M,Raw,21.5,90.75,207.5,240.0,132.5
3033,Carlos Ferreyra,M,Raw,19.0,89.3,260.0,265.5,170.5
3036,Jesse Marvin,M,Raw,19.0,81.28,182.5,227.5,137.5
3038,Justin McGarvey,M,Wraps,26.0,93.9,267.5,337.5,165.0
3039,Patrick Dunbar,M,Raw,20.0,85.09,140.0,192.5,117.5
3040,Alex Stoll,M,Raw,19.5,111.6,277.5,295.0,160.0
3041,Chance Rennie,M,Raw,39.0,86.2,195.0,187.5,135.0
3042,John Aube,M,Raw,17.5,81.15,192.5,212.5,105.0
3045,Zach Barcroft,M,Raw,25.5,136.5,272.5,275.0,180.0
3046,Cole Birch,M,Raw,17.5,53.8,115.0,160.0,67.5
3047,Jason Cwanek,M,Raw,28.0,88.09,212.5,272.5,132.5
3048,Willie Tau,M,Raw,60.0,140.0,240.0,220.0,170.0
3049,Daniel Mitchell,M,Raw,48.5,94.3,182.5,182.5,120.0
3052,Leif Erikson,M,Raw,18.5,73.5,215.0,215.0,125.0
3054,Jordan Tom,M,Raw,22.5,62.75,220.0,245.0,140.0
3057,Tyler Eastman,M,Wraps,29.0,109.3,237.5,240.0,167.5
3058,Gene Blair,M,Single-ply,15.0,67.5,142.88,179.17,74.84
3059,Lars Allison,M,Raw,24.5,81.1,182.5,242.5,117.5
3060,David Pink,M,Wraps,31.0,98.3,212.5,232.5,150.0
3061,Chris Andrews,M,Raw,19.0,89.04,170.0,190.0,120.0
3064,David Johns,M,Raw,50.0,124.1,275.0,307.5,170.0
3065,Ryan Kimball,M,Raw,29.0,108.9,305.0,317.5,210.0
3068,Elan Terra,M,Raw,15.5,65.6,162.5,167.5,92.5
3069,Mohamed Ahmed,M,Single-ply,27.5,117.14,300.0,310.0,240.0
3070,Xavier Borne,M,Raw,52.5,80.1,145.0,192.5,120.0
3071,Howard Asch,M,Raw,47.0,89.24,215.0,215.0,137.5
3074,Michael Trentin,M,Wraps,34.0,81.9,195.0,220.0,140.0
3077,Viet Phi Phan,M,Raw,24.5,73.0,177.5,245.0,117.5
3078,Hervé Cocaud,M,Raw,41.0,82.25,172.5,242.5,125.0
3080,Zach Rohde,M,Raw,21.5,90.3,190.0,195.0,125.0
3081,Richard Islas,M,Raw,22.0,89.9,145.0,200.0,142.5
3083,Ben Janeke,M,Raw,31.0,122.9,232.5,260.0,182.5
3085,Chase Brower,M,Raw,24.0,89.15,202.5,250.0,137.5
3086,Ryan Dinozo,M,Raw,23.0,74.66,162.5,170.0,97.5
3088,Stuart O'Brien,M,Wraps,35.0,108.9,310.0,282.5,165.0
3089,Ondřej Mališka,M,Wraps,19.0,74.95,205.0,230.0,135.0
3090,Jimmy Tu,M,Raw,20.0,77.07,205.0,245.0,115.0
3091,Eric Adams,M,Raw,27.0,102.8,222.5,267.5,150.0
3093,Sebastian Diaz,M,Raw,48.0,132.6,150.0,172.5,107.5
3095,Kyle Comes,M,Wraps,26.0,109.13,272.5,290.0,227.5
3096,Mathew Schamburg,M,Single-ply,23.0,109.2,312.5,277.5,240.0
3097,Jimmy Nguyen,M,Raw,23.0,73.6,192.5,242.5,110.0
3098,Yosuke Kiuchi,M,Single-ply,20.5,65.64,267.5,277.5,175.0
3099,Steve Harstad,M,Raw,53.5,82.42,150.0,200.0,95.0
3100,Michal Skonieczny,M,Raw,17.5,69.3,167.5,217.5,125.0
3103,Todd Knickman,M,Raw,48.0,118.0,265.0,285.0,210.0
3104,Justin Smith,M,Raw,24.5,91.74,222.5,237.5,165.0
3107,Sergey Kiselev,M,Wraps,20.0,116.0,307.5,315.0,210.0
3108,Manjot Jassal,M,Raw,19.5,91.4,150.0,192.5,100.0
3109,Chris Bartley,M,Raw,42.0,89.0,240.0,282.5,160.0
3110,Edward Fernandez,M,Raw,31.5,101.7,175.0,240.0,150.0
3113,Joe Segura,M,Wraps,23.0,98.43,200.0,235.0,125.0
3114,John Dixon,M,Raw,21.0,104.0,247.5,265.0,157.5
3117,Alec Lord,M,Raw,19.0,61.3,120.0,125.0,70.0
3119,Pavel Karagashev,M,Raw,29.0,97.0,305.0,320.0,190.0
3120,Brian Hutton,M,Raw,61.5,102.95,200.0,230.0,115.0
3122,Joe Mendez,M,Raw,41.0,86.2,160.0,192.5,110.0
3123,Troy Becker,M,Raw,22.5,77.1,197.5,260.0,132.5
3124,Michal Marciniewski,M,Raw,22.5,104.36,230.0,290.0,155.0
3125,Daniel Pintor,M,Wraps,27.0,96.15,195.0,210.0,137.5
3126,Ryan DeCaires,M,Wraps,22.0,88.54,219.99,192.78,124.74
3128,Will Hobbs,M,Single-ply,32.0,107.32,292.5,250.0,200.0
3129,James Mosley,M,Raw,26.0,89.2,205.0,257.5,142.5
3130,Jacob Avalos Jr,M,Wraps,16.0,83.91,107.5,142.5,75.0
3135,Jessie Swanson,M,Raw,24.5,116.7,237.5,245.0,182.5
3136,Henrik Franzen,M,Raw,32.5,99.0,270.0,302.5,180.0
3137,Dmitriy Kistanov,M,Wraps,24.0,66.6,190.0,220.0,150.0
3138,Sheldon Lobo,M,Raw,20.5,91.4,172.5,210.0,125.0
3139,Erv Domanski,M,Multi-ply,43.0,89.2,330.0,280.0,200.0
3140,Thomas Bitner,M,Wraps,27.0,109.77,265.35,265.35,158.76
3141,Elijah Ball,M,Raw,16.0,85.9,145.0,200.0,100.0
3142,Tommy Upp,M,Raw,39.0,90.9,120.0,160.0,95.0
3143,Marvin Ma,M,Raw,24.0,88.5,165.0,167.5,82.5
3145,Kinsavanh Daranykone,M,Raw,20.0,81.2,152.5,207.5,102.5
3146,Arthur Fu,M,Single-ply,61.0,73.57,195.0,230.0,145.0
3147,Beau Moore,M,Wraps,50.0,170.0,332.5,320.0,227.5
3151,Eric Ratzmann,M,Multi-ply,45.0,143.79,280.0,245.0,170.0
3154,Dan Harrison,M,Raw,27.0,134.0,265.0,275.0,167.5
3155,Chad Drecksel,M,Single-ply,62.0,110.0,265.0,260.0,197.5
3156,Kevin Miller,M,Wraps,25.0,107.3,282.5,302.5,165.0
3157,LS McClain,M,Raw,38.5,92.83,300.0,320.0,220.0
3158,Matthew Lipscomb,M,Wraps,44.0,108.3,272.5,272.5,175.0
3160,David Johnston,M,Raw,24.5,91.75,145.0,155.0,102.5
3161,Calvin Ma,M,Raw,25.0,74.75,160.0,215.0,97.5
3163,Eric Hixson,M,Raw,33.0,100.0,257.5,265.0,195.0
3166,Zachary Parker,M,Wraps,26.0,81.4,240.0,295.0,145.0
3167,Judd Whitney,M,Raw,29.0,82.0,167.5,227.5,110.0
3170,Mathew White,M,Wraps,30.0,88.0,215.46,244.94,151.95
3175,Corey Greenberg,M,Raw,20.5,81.5,212.5,272.5,147.5
3176,Richard Manjarrez,M,Raw,23.0,97.9,192.5,215.0,147.5
3177,David Crater,M,Wraps,43.0,107.6,287.5,260.0,182.5
3178,Zachary Mendoza,M,Raw,21.5,86.1,207.5,260.0,120.0
3180,Mohammed-Azamathulla Mukarrum,M,Wraps,39.0,101.7,255.0,292.5,152.5
3182,Logan Solano,M,Wraps,24.0,122.6,302.5,287.5,172.5
3183,Luca Piras,M,Raw,30.5,92.95,200.0,240.0,127.5
3184,Stephen King,M,Raw,53.5,81.8,202.5,220.0,100.0
3185,Sam Nayef,M,Wraps,28.0,82.0,200.0,220.0,110.0
3186,Troy Palmer,M,Raw,37.5,90.9,35.0,120.0,57.5
3187,Christian Garcilazo,M,Wraps,24.0,80.9,197.5,250.0,140.0
3188,Rohan Jobanputra,M,Raw,21.0,82.46,137.5,167.5,77.5
3190,Lucas Anderson,M,Raw,18.5,70.0,127.5,167.5,92.5
3191,Bradley Straw,M,Raw,17.5,87.7,185.0,210.0,112.5
3192,Robert Henritze,M,Wraps,22.0,99.7,217.5,250.0,162.5
3193,Zachary Pederson,M,Raw,22.0,82.1,195.0,242.5,125.0
3194,Iman Rogacion,M,Raw,20.0,78.6,167.5,210.0,115.0
3195,Phil Frost,M,Single-ply,53.5,113.82,245.0,242.5,190.0
3196,Lucas Dunham,M,Raw,25.0,80.7,195.0,242.5,137.5
3199,Jonathan Rushing,M,Single-ply,17.5,101.4,315.0,275.0,162.5
3200,Terry Davis,M,Multi-ply,59.0,120.2,339.99,265.0,195.0
3201,Jamie Corcoran,M,Raw,29.5,91.7,200.0,220.0,135.0
3202,Caden Malbrough,M,Single-ply,18.5,81.6,205.0,240.0,152.5
3203,Joshua Toloza,M,Raw,23.0,119.25,215.0,232.5,135.0
3207,Anthony Chiarelli,M,Raw,32.5,103.1,227.5,267.5,135.0
3208,Jessie Lindsey,M,Wraps,38.0,78.8,185.0,205.0,122.5
3210,Scott Roberts,M,Raw,50.0,99.4,272.5,285.0,147.5
3212,Brett Wondra,M,Raw,32.0,98.75,245.0,230.0,120.0
3214,Andrew Harris,M,Raw,18.0,97.1,160.0,235.0,130.0
3215,Cody Herdman,M,Raw,14.5,115.16,137.5,160.0,70.0
3216,Shane Nutt,M,Raw,16.5,82.4,242.5,265.0,125.0
3217,Matt Hensel,M,Raw,39.0,99.1,182.5,210.0,120.0
3219,Luca Brusamolino,M,Raw,36.5,81.1,170.0,200.0,102.5
3220,Ab Bruggink,M,Single-ply,38.5,81.9,272.5,282.5,180.0
3221,Caleb Sommer,M,Raw,28.0,99.25,207.5,285.0,132.5
3222,John Kimball,M,Raw,27.5,101.0,217.5,272.5,137.5
3224,Joe Norman,M,Single-ply,49.0,114.9,330.0,280.5,212.5
3225,Malcom Moses-Hampton,M,Raw,25.0,90.0,247.5,292.5,170.0
3226,Dustin Johnson,M,Multi-ply,29.0,99.4,372.5,295.0,255.0
3228,Albert Maldonado Jr,M,Wraps,34.0,137.9,167.5,222.5,130.0
3229,Richard Mayes,M,Raw,51.0,125.5,227.5,262.5,182.5
3231,Chris Lukefahr,M,Raw,30.0,80.5,237.5,272.5,177.5
3233,Elias Sanchez,M,Raw,26.0,74.3,190.0,230.0,120.0
3235,Bob Benedix,M,Single-ply,47.0,82.1,290.0,255.0,152.5
3236,Ruben Ramirez,M,Raw,20.0,88.36,240.0,242.5,135.0
3238,John Kennedy,M,Raw,47.5,86.9,140.0,182.5,100.0
3240,Antonio Marquez,M,Raw,19.5,129.8,232.5,277.5,172.5
3244,Lee Domingo,M,Raw,25.0,81.5,197.5,230.0,117.5
3245,Jaimes Spring,M,Raw,22.0,88.18,160.0,180.0,117.5
3247,Neil Ypil,M,Raw,23.0,65.5,165.0,202.5,107.5
3248,Jeff Mullins,M,Raw,27.0,98.0,205.0,220.0,137.5
3249,Josh Maish,M,Wraps,36.0,121.5,267.5,280.0,192.5
3250,Olun Riley,M,Raw,47.5,80.2,140.0,170.0,102.5
3251,Jeronimo Provencio,M,Raw,24.0,81.4,200.0,212.5,125.0
3252,Matt Hawk,M,Raw,39.0,147.2,222.5,230.0,150.0
3253,Brodie Toms,M,Raw,15.5,55.95,120.0,135.0,80.0
3254,Trung Bui,M,Raw,22.5,72.4,145.0,195.0,82.5
3255,Kiet Vo,M,Raw,22.5,80.3,197.5,237.5,115.0
3258,Forrest Bush,M,Wraps,25.0,94.5,320.0,335.0,175.0
3260,Rick Martins,M,Raw,27.5,95.5,180.0,212.5,147.5
3265,Scott Leifsen,M,Raw,36.0,99.56,185.0,232.5,125.0
3266,Derrick Hill,M,Wraps,47.0,134.54,235.0,255.0,50.0
3267,Daniel Chavarria,M,Raw,29.5,80.2,227.5,235.0,130.0
3268,Andrew Martinez,M,Raw,31.0,112.8,207.5,265.0,152.5
3270,Shahzein Syed,M,Raw,24.5,97.1,227.5,252.5,157.5
3271,Daniel Trefrey,M,Raw,32.0,124.4,240.0,267.5,167.5
3272,Sam Butterworth,M,Raw,20.5,103.9,232.5,272.5,135.0
3273,Mir Inaamullah,M,Raw,29.0,88.1,127.5,157.5,97.5
3274,Ming Hoang,M,Raw,31.5,71.3,167.5,197.5,120.0
3276,Ray Calderon,M,Raw,15.0,82.5,147.42,181.44,88.45
3277,Ryan Jabalee,M,Raw,27.0,101.1,235.0,252.5,145.0
3278,William Taggart,M,Raw,42.0,88.3,192.5,200.0,132.5
3279,David Johnston,M,Raw,25.5,99.8,185.0,185.0,120.0
3280,Geoff Hopkins,M,Raw,28.5,104.2,200.0,290.0,150.0
3282,Kenneth Coleman,M,Wraps,40.0,105.23,369.68,353.8,219.99
3284,Adam Harwood,M,Raw,15.0,90.0,117.93,111.13,61.23
3285,Cédric Jeannin,M,Raw,35.0,65.1,175.0,200.0,135.0
3287,Mark Cucinella,M,Single-ply,66.0,72.2,190.0,195.0,132.5
3288,Shannon Florissen,M,Wraps,38.0,123.3,330.0,325.0,227.5
3290,Bill Collins,M,Single-ply,52.0,133.81,345.0,310.0,255.0
3291,Jonathan Kim,M,Raw,19.0,74.3,192.5,217.5,110.0
3293,Sam Garus,M,Wraps,49.0,120.93,113.4,185.97,104.33
3294,Paul Cullen,M,Raw,23.5,98.1,215.0,270.0,142.5
3295,Dennis Acosta,M,Raw,24.0,54.2,125.0,160.0,92.5
3296,Robert Granko,M,Raw,43.5,73.9,167.5,210.0,122.5
3297,Jeremy Clifford,M,Raw,28.0,136.03,240.0,285.0,165.0
3298,Gabriel Hudson,M,Raw,13.0,63.59,127.5,152.5,72.5
3299,Trevor Jaffe,M,Raw,34.0,89.63,252.5,302.5,155.0
3300,Aaron Fontana,M,Raw,16.5,69.3,177.5,210.0,85.0
3303,Kevin Wang,M,Raw,20.5,96.5,242.5,230.0,155.0
3304,Paul Cullen,M,Raw,25.5,102.25,245.0,277.5,160.0
3305,Rusty Coffman,M,Raw,26.0,90.0,237.5,272.5,147.5
3306,Elvin Ryan,M,Raw,39.0,86.77,165.0,212.5,125.0
3307,Brandon Smitley,M,Wraps,28.0,59.6,247.5,227.5,150.0
3310,Jose Porres,M,Multi-ply,26.0,72.8,106.59,183.7,108.86
3312,Berry Prescott,M,Raw,41.0,131.6,245.0,272.5,227.5
3313,Kevin Phillipson,M,Raw,36.5,119.48,270.0,317.5,195.0
3314,Paul Butts,M,Raw,21.5,104.5,182.5,230.0,120.0
3317,Warren Tassone,M,Multi-ply,34.0,128.37,226.8,231.33,90.72
3318,Sammy Knox,M,Raw,25.0,109.5,202.5,207.5,132.5
3319,Vaibhav Kadakia,M,Wraps,23.0,88.6,192.5,255.0,122.5
3321,Shane Stewart,M,Wraps,36.0,89.2,277.5,265.0,197.5
3322,Johnny Armstrong,M,Raw,17.0,114.67,217.5,228.0,160.5
3325,Marshall Naimo,M,Raw,31.0,89.3,197.5,257.5,135.0
3326,Halston Sandford,M,Raw,25.5,90.1,155.0,200.0,120.0
3327,Ricky Lahourcade,M,Raw,41.0,106.0,260.0,297.5,205.0
3328,Joe Sauble,M,Wraps,38.5,123.51,367.41,297.1,206.38
3331,Benoit Carole,M,Raw,29.5,103.0,290.0,300.0,200.0
3334,Roger Daniels,M,Raw,14.5,63.3,100.0,137.5,62.5
3335,Eric Wettel,M,Raw,53.5,73.6,165.0,225.0,132.5
3336,Andrew Leonard,M,Single-ply,20.5,73.5,207.5,215.0,155.0
3337,Tyler Schaeffer,M,Raw,27.0,80.88,185.0,225.0,132.5
3338,Devin Thomas,M,Raw,21.5,89.76,205.0,272.5,147.5
3339,Randy Cohen,M,Raw,21.0,89.9,232.5,260.0,140.0
3342,Mervyn Hew,M,Raw,25.5,89.3,192.5,275.0,142.5
3343,Brian Ericksen,M,Multi-ply,44.0,82.1,260.0,200.0,150.0
3344,Mike Sutton,M,Raw,22.5,118.8,245.0,275.0,155.0
3345,Jon Shackelford,M,Multi-ply,38.0,97.98,365.14,306.17,65.77
3346,Witold Wolnowski,M,Wraps,35.0,124.8,330.0,360.0,230.0
3347,Rene Morales,M,Wraps,28.0,87.45,212.5,230.0,145.0
3348,Joanthan Feil,M,Raw,29.0,88.8,230.0,272.5,150.0
3349,Chase Wagstaff,M,Raw,27.5,72.4,190.0,235.0,125.0
3351,Malyk McGee,M,Wraps,17.0,73.12,240.4,174.63,149.69
3353,Ladislau Kiss,M,Wraps,69.0,96.05,205.0,250.0,130.0
3354,Chris Simons,M,Raw,30.0,92.8,182.5,225.0,142.5
3355,Michael Hine,M,Single-ply,55.0,118.75,242.67,229.06,145.15
3356,Michael Grigsby,M,Raw,24.5,105.4,202.5,235.0,165.0
3359,Randy Hill,M,Wraps,28.0,116.0,265.0,295.0,170.0
3360,Ernst Gross,M,Raw,29.5,104.76,300.0,305.0,190.0
3361,Andriy Naniev,M,Single-ply,32.5,82.65,352.5,312.5,267.5
3362,Tyler Small,M,Wraps,23.0,81.3,255.0,260.0,167.5
3364,Eddie Rodriguez,M,Single-ply,15.0,67.5,122.47,127.01,79.38
3365,Alexei Schankin,M,Raw,17.5,63.85,172.5,220.0,107.5
3366,Tyler Seabrook,M,Raw,22.5,82.15,177.5,185.0,120.0
3368,Casey Lessard,M,Raw,26.0,119.5,237.5,242.5,165.0
3369,Lucas Bratcher,M,Wraps,20.0,96.43,235.87,260.82,147.42
3370,Stephen Provost,M,Wraps,30.0,115.0,212.5,240.0,150.0
3374,Adam Stewart,M,Wraps,25.0,100.0,275.0,260.0,145.0
3375,Tommy Mason,M,Wraps,44.0,123.56,249.48,206.38,208.65
3376,Nick Coleman,M,Raw,32.0,137.8,292.5,287.5,242.5
3377,Nicarlto Oliver,M,Raw,31.0,107.2,237.5,290.0,182.5
